customer_id,customer_name,email,phone,city,state,pincode,signup_date,customer_segment,is_prime_member,lifetime_orders,avg_rating_given
CUST-02796,SATHISH SHARMA,sathish.sharma661@outlook.com,9769031273,Bhubaneswar,OD,751001,2022-10-28 00:00:00,BUSINESS,No,222,2.8
CUST-02220,Nithin Verma,nithin.verma229@protonmail.com,9808570741,AHMEDABAD,GJ,380001,12-05-2022,Enterprise,N,64,3.1
CUST-00772,ARAVIND REDDY,aravind.reddy336@protonmail.com,9918993215,Nagpur,MH,440001,11-03-2023,Retail,Yes,33,2.1
CUST-04027,Imran Krishnan,imran.krishnan239@outlook.com,+91-99834 46560,Visakhapatnam,AP,530001,15-01-2023,BUSINESS,N,121,3.1
CUST-02477,gopal singh,gopal.singh952@protonmail.com,09781151268,Hyderabad,TS,500001,2022-05-28 00:00:00,Enterprise,Y,27,2.9
CUST-04208,Lakshmi Pillai,lakshmi.pillai561@outlook.com,9949240186,Gurugram,HR,122001,18/01/2023 00:00,retail,False,69,3.4
CUST-02319,Karthik Chowdhury,karthik.chowdhury318@yahoo.in,9802885643,BHUBANESWAR,OD,751001,25/01/2022 00:00,BUSINESS,True,178,3.2
CUST-00967,Revathi Verma,revathi.verma81@protonmail.com,9677391592,Chennai,TN,600001,12-09-2023,Enterprise,True,10,3.1
CUST-04840,Anitha Menon,anitha.menon4@yahoo.in,9617576632,Visakhapatnam,AP,530001,08/12/2022 00:00,Retail,1,189,3.5
CUST-02371,PRADEEP JOSHI,pradeep.joshi812@protonmail.com,767442850,Chandigarh,CH,160017,02/11/2022 00:00,Enterprise,no,222,4.5
CUST-00264,Pradeep Verma,pradeep.verma163@protonmail.com,9782919520,Visakhapatnam,AP,530001,07-07-2023,SMB,False,190,3.7
CUST-04850,Ishita Sharma,ishita.sharma509@yahoo.in,NA,Kochi,KL,682001,22-08-2021,BUSINESS,True,140,3.9
CUST-02409,Neha Raman,neha.raman772@protonmail.com,9637932732,Nagpur,MH,440001,06/05/2022 00:00,Retail,yes,198,3.6
CUST-00640,Vasanth Pillai,vasanth.pillai187@protonmail.com,9864015415,Visakhapatnam,AP,530001,01/04/2022 00:00,SMB,1,235,5.0
CUST-03209,  Suresh Chowdhury  ,suresh.chowdhury721@gmail.com,+91-99979 25969,Ahmedabad,GJ,380001,2022-08-21 00:00:00,Enterprise,False,28,2.6
CUST-00875,Manish Joshi,manish.joshi596@outlook.com,9736760197,Coimbatore,TN,641001,21-06-2023,retail,N,107,2.9
CUST-01334,  Imran Mehta  ,imran.mehta352@outlook.com,9667051394,Mumbai,MH,400001,16/10/2021 00:00,Business,0,78,2.3
CUST-00949,Ishita Singh,ishita.singh441@outlook.com,9783317287,Visakhapatnam,AP,530001,12/06/2022 00:00,BUSINESS,No,NA,4.5
CUST-02793,Gopal Krishnan,gopal.krishnan807@gmail.com,+91-99603 83359,Bhubaneswar,OD,751001,14/12/2021 00:00,retail,N,116,2.2
CUST-03934,Bhavana Verma,bhavana.verma128@outlook.com,9938351979,Chennai,TN,600001,27-09-2022,BUSINESS,0,166,3.1
CUST-03037,NITHIN PATEL,nithin.patel933@protonmail.com,+91-98834 23757,Nagpur,MH,440001,2023-04-01 00:00:00,BUSINESS,False,102,3.9
CUST-01716,Pradeep Menon,pradeep.menon816@outlook.com,91 97287-12761,Nagpur,MH,440001,2022-09-03 00:00:00,Business,No,213,null
CUST-02554,Divya Mehta,divya.mehta693@outlook.com,9894828030,Hyderabad,TS,500001,2023-11-14 00:00:00,BUSINESS,0,64,4.6
CUST-01545,Manish Menon,manish.menon596@protonmail.com,9756418071,Lucknow,UP,226001,23/11/2022 00:00,SMB,True,64,4.6
CUST-00287,Arjun Iyer,arjun.iyer992@protonmail.com,91 96857-70278,Coimbatore,TN,641001,15/11/2021 00:00,Retail,False,190,3.6
CUST-03321,Rahul Bose,rahul.bose98@yahoo.in,9905314213,LUCKNOW,UP,226001,28/06/2022 00:00,retail,no,75,2.6
CUST-01448,Anitha Kumar,anitha.kumar224@yahoo.in,9706153961,Lucknow,UP,226001,20/10/2023 00:00,BUSINESS,no,156,3.9
CUST-04388,Vikram Mehta,vikram.mehta827@protonmail.com,9937096915,Bhubaneswar,OD,751001,2023-10-03 00:00:00,BUSINESS,Yes,199,4.4
CUST-04515,Karthik Nair,karthik.nair429@gmail.com,9693016857,Nagpur,MH,440001,2023-10-28 00:00:00,SMB,Y,201,3.7
CUST-04296,Ishita Das,ishita.das127@protonmail.com,+91-97256 48350,Visakhapatnam,AP,530001,21-03-2023,SMB,1,132,4.2
CUST-04732,  Karthik Sharma  ,karthik.sharma90protonmail.com,725709832,Visakhapatnam,AP,530001,25-12-2022,retail,False,87,3.1
CUST-03763,Sneha Singh,sneha.singh517@outlook.com,9691620600,Madurai,TN,625001,2022-04-10 00:00:00,SMB,0,36,2.9
CUST-01078,Rahul Krishnan,rahul.krishnan974@gmail.com,9650406494,Coimbatore,TN,641001,2023-10-16 00:00:00,retail,N,84,null
CUST-03046,Arjun Kumar,arjun.kumar164@protonmail.com,9836853510,Coimbatore,TN,641001,20-12-2021,Business,Yes,12,3.5
CUST-00677,Manish Menon,manish.menon124@gmail.com,9906242240,Mumbai,MH,400001,14-10-2021,retail,N,106,2.1
CUST-02726,Neha Pillai,neha.pillai172@outlook.com,91 98943-00950,Pune,MH,411001,20/08/2021 00:00,Enterprise,No,131,3.1
CUST-04731,Vasanth Joshi,vasanth.joshi182@gmail.com,9748159792,Hyderabad,TS,500001,28-07-2021,Business,Y,210,3.4
CUST-04810,Priya Das,priya.das310@outlook.com,9704732646,Kolkata,WB,700001,05-10-2021,Business,no,4,3.5
CUST-04939,Suresh Sharma,SURESH.SHARMA613@PROTONMAIL.COM,9883622232,Mumbai,MH,400001,2022-12-27 00:00:00,BUSINESS,1,unknown,unknown
CUST-01264,Suresh Joshi,suresh.joshi314@protonmail.com,+91-96499 34044,Kochi,KL,682001,17-11-2022,SMB,1,141,N/A
CUST-00356,Swetha Nair,swetha.nair254@gmail.com,9912657003,Ahmedabad,GJ,380001,2022-10-22 00:00:00,BUSINESS,No,115,4.0
CUST-02065,Sneha Menon,sneha.menon555@yahoo.in,91 97218-68098,Guwahati,AS,781001,2022-05-04 00:00:00,SMB,False,149,
CUST-03630,Imran Bose,imran.bose159@gmail.com,09712231852,Bengaluru,KA,560001,2022-09-04 00:00:00,Retail,False,-,N/A
CUST-01913,Deepa Reddy,deepa.reddy651@gmail.com,9785934140,Coimbatore,TN,641001,2022-12-06 00:00:00,SMB,0,132,-
CUST-01858,Fatima Mehta,fatima.mehta766@outlook.com,+91-97944 58387,Pune,MH,411001,11-10-2021,Enterprise,1,17,2.7
CUST-01567,ishita sharma,kavya.verma651@gmail.com,9753027252,Chandigarh,CH,160017,2022-10-14 00:00:00,BUSINESS,N,11,2.0
CUST-04627,  Aravind Mehta  ,aravind.mehta175@outlook.com,9895688739,Kolkata,WB,700001,16/07/2021 00:00,BUSINESS,False,217,2.7
CUST-03266,Sneha Singh,sneha.singh443@yahoo.in,9683296024,Ahmedabad,GJ,380001,03/10/2022 00:00,BUSINESS,1,228,2.4
CUST-00820,Meera Patel,meera.patel219@protonmail.com,9600227857,Pune,MH,411001,03-09-2021,Retail,Yes,93,2.8
CUST-01479,  Imran Iyer  ,imran.iyer745@gmail.com,09687737866,Jaipur,RJ,302001,2021-12-16 00:00:00,retail,Y,111,4.2
CUST-00849,SATHISH SINGH,sathish.singh533@yahoo.in,09740562235,Pune,MH,411001,09/10/2021 00:00,Retail,0,17,3.1
CUST-01957,Vasanth Reddy,vasanth.reddy718@protonmail.com,9714393529,Chandigarh,CH,160017,22-09-2023,Business,N,44,2.2
CUST-04499,Bhavana Raman,bhavana.raman809@protonmail.com,9926309111,Kochi,KL,682001,14-01-2022,Retail,no,2,2.9
CUST-03815,Swetha Bose,null,9860632217,Bengaluru,KA,560001,14/07/2022 00:00,Retail,yes,230,3.6
CUST-04987,Aravind Joshi,aravind.joshi308@outlook.com,09745432568,Nagpur,MH,440001,2023-05-19 00:00:00,retail,0,115,4.1
CUST-00142,Pradeep Raman,pradeep.raman243@outlook.com,9769119120,Jaipur,RJ,302001,2023-06-07 00:00:00,Enterprise,False,40,3.3
CUST-01431,Pradeep Mehta,pradeep.mehta944@gmail.com,9675648500,Gurugram,HR,122001,2022-12-01 00:00:00,Business,Yes,150,3.4
CUST-03692,imran reddy,imran.reddy200@protonmail.com,9714800153,Chennai,TN,600001,26/08/2022 00:00,Retail,Yes,71,2.2
CUST-00637,Gopal Joshi,gopal.joshi155@protonmail.com,9731908366,Mysuru,KA,570001,2022-03-28 00:00:00,SMB,False,202,2.1
CUST-03173,Imran Chowdhury,imran.chowdhury196@outlook.com,+91-97233 02659,Kolkata,WB,700001,14-03-2022,SMB,No,167,4.4
CUST-01055,sneha reddy,sneha.reddy263@yahoo.in,9807743053,Kochi,KL,682001,28-05-2022,BUSINESS,Yes,49,3.1
CUST-04380,Revathi Kumar,revathi.kumar343@yahoo.in,09794401173,Guwahati,AS,781001,09/08/2023 00:00,Enterprise,1,100,4.2
CUST-00249,Vikram Patel,vikram.patel332@yahoo.in,9666327296,Lucknow,UP,226001,2022-04-14 00:00:00,BUSINESS,Y,98,2.5
CUST-01616,Ananya Iyer,ananya.iyer951@yahoo.in,9947948292,Hyderabad,TS,500001,2021-12-06 00:00:00,Business,Yes,167,3.1
CUST-01057,Swetha Singh,swetha.singh98@outlook.com,09883403521,CHANDIGARH,CH,160017,10/03/2023 00:00,Retail,0,239,4.5
CUST-02040,  Karthik Reddy  ,karthik.reddy898@yahoo.in,818961326,Delhi,DL,110001,2022-07-19 00:00:00,BUSINESS,False,144,unknown
CUST-03724,Gopal Bose,gopal.bose519@gmail.com,9744529250,Pune,MH,411001,2023-11-22 00:00:00,BUSINESS,N,216,4.9
CUST-02296,KAVYA SINGH,kavya.singh478@yahoo.in,9855962111,Ahmedabad,GJ,380001,21/08/2023 00:00,SMB,True,158,2.6
CUST-01586,RAVI RAMAN,ravi.raman922@outlook.com,9741490686,Lucknow,UP,226001,27/11/2021 00:00,BUSINESS,True,29,3.0
CUST-01063,N/A,anitha.patel301@outlook.com,unknown,Chandigarh,CH,160017,2023-08-22 00:00:00,Business,False,237,2.0
CUST-03388,Ravi Nair,ravi.nair134@yahoo.in,9999981961,Visakhapatnam,AP,530001,2022-05-28 00:00:00,Enterprise,yes,3,4.4
CUST-00298,meera menon,meera.menon589@yahoo.in,9798466221,Nagpur,MH,440001,18-07-2023,Business,False,236,4.8
CUST-02534,Ishita Kumar,ishita.kumar953@gmail.com,+91-98509 17889,Coimbatore,TN,641001,26-01-2023,Enterprise,N,152,2.5
CUST-04900,ANANYA MEHTA,ananya.mehta458@protonmail.com,9942597306,Bhubaneswar,OD,751001,2021-11-26 00:00:00,Business,Y,null,2.3
CUST-01591,Neha Mehta,neha.mehta121@gmail.com,+91-97182 61881,Chennai,TN,600001,24-10-2023,BUSINESS,True,13,5.0
CUST-03770,Imran Raman,imran.raman32@gmail.com,+91-98909 23643,Kolkata,WB,700001,2023-11-20 00:00:00,SMB,1,31,3.7
CUST-03893,Ravi Das,ravi.das364@gmail.com,9879331357,Guwahati,AS,781001,25-06-2023,Retail,Yes,120,4.4
CUST-03229,Rahul Joshi,rahul.joshi779@outlook.com,9792934280,Jaipur,RJ,302001,02/01/2023 00:00,Enterprise,Y,87,3.8
CUST-01807,Pradeep Bose,pradeep.bose153@outlook.com,9944712208,Bhubaneswar,OD,751001,24/03/2023 00:00,SMB,no,131,3.4
CUST-03648,Aravind Verma,aravind.verma136@protonmail.com,91 99652-30096,Hyderabad,TS,500001,17/08/2022 00:00,Business,No,114,2.2
CUST-02830,Nithin Das,nithin.das363@outlook.com,09987471231,Lucknow,UP,226001,01/05/2022 00:00,SMB,Yes,136,4.8
CUST-00957,joseph joshi,joseph.joshi223@outlook.com,+91-99218 99130,Pune,MH,411001,22/06/2022 00:00,BUSINESS,False,94,2.9
CUST-03945,Deepa Nair,deepa.nair728@outlook.com,+91-99640 65152,Chandigarh,CH,160017,19-01-2023,Enterprise,N,20,2.0
CUST-01709,Vasanth Sharma,vasanth.sharma172@protonmail.com,9837667861,Mysuru,KA,570001,2023-08-20 00:00:00,Business,False,24,2.2
CUST-00994,Deepa Iyer,vikram.joshi662@protonmail.com,9656351196,Jaipur,RJ,302001,2021-11-22 00:00:00,SMB,Y,67,3.9
CUST-00452,Neha Menon,neha.menon765@yahoo.in,09973544437,Jaipur,RJ,302001,2022-05-15 00:00:00,BUSINESS,N,223,2.4
CUST-04556,Bhavana Krishnan,bhavana.krishnan405@protonmail.com,09970667396,Delhi,DL,110001,25/03/2023 00:00,SMB,Y,218,2.9
CUST-00350,Nithin Raman,nithin.raman121@yahoo.in,09684306205,Lucknow,UP,226001,2021-09-14 00:00:00,Retail,No,113,  
CUST-04465,Deepa Pillai,deepa.pillai128@outlook.com,+91-97945 80004,Bhubaneswar,OD,751001,04/05/2023 00:00,BUSINESS,N,13,3.1
CUST-04952,Ananya Verma,ananya.verma385@gmail.com,9932482607,Visakhapatnam,AP,530001,2021-08-05 00:00:00,SMB,0,131,3.1
CUST-04893,Deepā Iyer,deepa.iyer999@yahoo.in,9949001547,Gurugram,HR,122001,16/09/2023 00:00,SMB,yes,123,3.9
CUST-00481,Imran Verma,imran.verma742@outlook.com,9888599450,Coimbatore,TN,641001,28-01-2023,Enterprise,1,70,4.8
CUST-04439,Karthik Kumar,karthik.kumar111@yahoo.in,9745355848,GURUGRAM,HR,122001,01-06-2022,SMB,1,-,3.5
CUST-04645,Anitha Mehta,anitha.mehta934@outlook.com,9730593096,Nagpur,MH,440001,18/01/2022 00:00,retail,1,87,2.4
CUST-04864,Neha Krishnan,neha.krishnan257@outlook.com,+91-98258 58411,Lucknow,UP,226001,16-07-2021,Business,Yes,126,3.5
CUST-02784,gopal kumar,gopal.kumar27@yahoo.in,91 96963-87870,Gurugram,HR,122001,15/01/2022 00:00,Enterprise,1,102,2.5
CUST-00526,Nithin Patel,nithin.patel901@outlook.com,9752895983,Gurugram,HR,122001,2022-04-20 00:00:00,retail,yes,37,3.7
CUST-04753,suresh das,suresh.das994@outlook.com,09715294361,GUWAHATI,AS,781001,2021-10-03 00:00:00,BUSINESS,Y,58,2.4
CUST-01624,Swetha Kumar,swetha.kumar561@outlook.com,9963735540,Coimbatore,TN,641001,03/10/2023 00:00,Retail,Yes,133,3.3
CUST-00474,Anitha Iyer,,9998195453,Bengaluru,KA,560001,2022-12-23 00:00:00,retail,True,84,2.3
CUST-02435,Swetha Menon,swetha.menon283@outlook.com,9836655567,Guwahati,AS,781001,2023-05-05 00:00:00,SMB,Yes,142,3.1
CUST-03830,gopal kumar,gopal.kumar359@yahoo.in,968248325,Gurugram,HR,122001,2021-07-31 00:00:00,Business,0,24,3.8
CUST-03395,Kavya Mehta,kavya.mehta514@gmail.com,09892641246,Mysuru,KA,570001,02-04-2023,SMB,no,182,4.7
CUST-02656,Joseph Iyer,joseph.iyer962@gmail.com,9963210632,LUCKNOW,UP,226001,12/04/2022 00:00,retail,Yes,68,4.3
CUST-03527,Sathish Singh,sathish.singh935@yahoo.in,9891889105,Jaipur,RJ,302001,22/09/2021 00:00,Enterprise,1,132,3.2
CUST-01081,Vasanth Iyer,vasanth.iyer618@outlook.com,9729866660,Mysuru,KA,570001,31/05/2022 00:00,Business,yes,11,3.7
CUST-04826,Meera Patel,meera.patel607@protonmail.com,09828511911,Pune,MH,411001,22/08/2022 00:00,BUSINESS,No,62,2.5
CUST-00725,Vikram Iyer,vikram.iyer110@outlook.com,9677515409,Bengaluru,KA,560001,03-10-2022,retail,Yes,53,2.6
CUST-00351,Swetha Bose,swetha.bose88@outlook.com,+91-98228 06048,Pune,MH,411001,03/11/2022 00:00,BUSINESS,Y,204,4.8
CUST-00766,Fatima Reddy,fatima.reddy411@gmail.com,+91-96424 93777,Mumbai,MH,400001,31/12/2023 00:00,Retail,No,193,4.5
CUST-04137,Gopal Chowdhury,gopal.chowdhury619@outlook.com,09961012051,Kolkata,WB,700001,28/10/2021 00:00,Business,True,218,2.3
CUST-00189,Revathi Menon,-,+91-96608 67219,Nagpur,MH,440001,01/10/2022 00:00,Retail,yes,230,3.0
CUST-04313,Ananya Bose,ananya.bose443@protonmail.com,+91-96542 98475,Nagpur,MH,440001,21/09/2021 00:00,Enterprise,no,21,4.2
CUST-02940,Nithin Menon,nithin.menon457@protonmail.com,9651789533,Guwahati,AS,781001,30-09-2022,Retail,Y,46,2.3
CUST-02364,Arjun Nair,arjun.nair802@protonmail.com,+91-96383 04172,Jaipur,RJ,302001,25/12/2023 00:00,Retail,True,NA,4.3
CUST-03705,ANANYA PATEL,ananya.patel53@gmail.com,+91-98383 58052,Coimbatore,TN,641001,21/07/2021 00:00,SMB,0,200,2.0
CUST-03937,Lakshmi Reddy,lakshmi.reddy912@gmail.com,9620709978,Nagpur,MH,440001,2023-07-06 00:00:00,Enterprise,False,177,4.3
CUST-01839,ANANYA MEHTA,ananya.mehta647@outlook.com,9859709943,Delhi,DL,110001,24-12-2021,Enterprise,1,109,4.0
CUST-04725,Bhavana Reddy,bhavana.reddy160@gmail.com,9862725587,Pune,MH,411001,27/12/2022 00:00,retail,1,231,3.9
CUST-03097,Rahul Chowdhury,rahul.chowdhury588@yahoo.in,9852860325,Lucknow,UP,226001,02/09/2023 00:00,Retail,True,21,2.3
CUST-00418,Neha Reddy,neha.reddy998@protonmail.com,9628170755,Guwahati,AS,781001,2023-11-27 00:00:00,retail,1,126,3.8
CUST-00800,Deepa Kumar,deepa.kumar683@outlook.com,91 99728-89372,Chennai,TN,600001,29-12-2022,Business,Y,94,4.3
CUST-03191,Priya Krishnan,priya.krishnan622@protonmail.com,9846261956,Kochi,KL,682001,2023-04-10 00:00:00,BUSINESS,0,134,2.3
CUST-03543,KARTHIK NAIR,karthik.nair552@outlook.com,9633366025,Hyderabad,TS,500001,2021-10-14 00:00:00,Enterprise,no,183,3.4
CUST-04114,Bhavana Nair,bhavana.nair541@protonmail.com,+91-99435 18059,Nagpur,MH,440001,2021-10-08 00:00:00,Enterprise,Yes,140,3.5
CUST-01741,Sathish Krishnan,sathish.krishnan289@gmail.com,775659588,Hyderabad,TS,500001,27-12-2022,Enterprise,No,117,2.3
CUST-03344,  Suresh Verma  ,suresh.verma433@yahoo.in,+91-99681 30321,Chennai,TN,600001,11-09-2022,retail,0,35,3.0
CUST-02400,Imran Krishnan,imran.krishnan439@outlook.com,+91-97358 00296,Bengaluru,KA,560001,2022-02-24 00:00:00,Retail,Yes,229,3.0
CUST-01753,swetha chowdhury,swetha.chowdhury806@outlook.com,9643413310,Guwahati,AS,781001,27/01/2022 00:00,SMB,N,85,5.0
CUST-02731,KAVYA IYER,kavya.iyer464@outlook.com,91 96468-81491,Bengaluru,KA,560001,2023-11-24 00:00:00,retail,Y,161,4.0
CUST-02122,  Anitha Krishnan  ,anitha.krishnan516@outlook.com,09886186358,Bengaluru,KA,560001,18-03-2022,BUSINESS,no,139,3.4
CUST-01759,vikram joshi,vikram.joshi336@outlook.com,91 99025-55464,Chennai,TN,600001,25/10/2021 00:00,retail,yes,190,3.4
CUST-03416,Lakshmi Das,lakshmi.das781@yahoo.in,9948321527,Pune,MH,411001,2022-07-01 00:00:00,BUSINESS,False,127,3.8
CUST-04774,  Ravi Mehta  ,ravi.mehta274@gmail.com,91 99765-73901,Bhubaneswar,OD,751001,17/07/2023 00:00,SMB,Yes,23,2.1
CUST-02426,Karthik Singh,karthik.singh511@yahoo.in,+91-96583 45282,Delhi,DL,110001,2023-05-29 00:00:00,Enterprise,yes,6,4.8
CUST-04712,Aravind Das,aravind.das727@outlook.com,91 98090-88595,Bhubaneswar,OD,751001,26-01-2023,BUSINESS,Yes,214,3.6
CUST-04480,Ravi Bose,ravi.bose252@gmail.com,91 98184-59771,Bengaluru,KA,560001,2023-03-21 00:00:00,retail,yes,127,2.6
CUST-03855,Deepa Pillai,deepa.pillai167@yahoo.in,9832609160,Hyderabad,TS,500001,23/09/2022 00:00,Business,yes,209,2.6
CUST-02690,Priya Pillai,priya.pillai468@outlook.com,9683898029,Madurai,TN,625001,13/07/2023 00:00,retail,N,193,  
CUST-03999,Joseph Joshi,joseph.joshi350@protonmail.com,9897543747,Mysuru,KA,570001,14/11/2022 00:00,BUSINESS,No,193,2.4
CUST-02664,  Manish Das  ,manish.das135@yahoo.in,9855225401,Hyderabad,TS,500001,12/07/2023 00:00,SMB,Yes,62,2.4
CUST-04469,Joseph Patel,joseph.patel278@protonmail.com,+91-96458 58458,Hyderabad,TS,500001,09/08/2022 00:00,BUSINESS,0,110,2.8
CUST-04072,ARAVIND SHARMA,aravind.sharma217@outlook.com,9726375731,Chandigarh,CH,160017,10-09-2021,BUSINESS,No,22,-
CUST-02570,Anitha Krishnan,anitha.krishnan71@gmail.com,91 97011-59019,Madurai,TN,625001,06/09/2021 00:00,Business,0,1,4.9
CUST-04713,Ananya Kumar,ananya.kumar498@gmail.com,9682755974,Nagpur,MH,440001,06-01-2023,BUSINESS,1,28,N/A
CUST-02697,Lakshmi Verma,lakshmi.verma694@outlook.com,+91-99782 39029,Mysuru,KA,570001,2023-03-16 00:00:00,BUSINESS,False,5,4.6
CUST-04591,Meera Kumar,meera.kumar126@yahoo.in,9726451365,Chennai,TN,600001,2021-07-24 00:00:00,BUSINESS,False,233,4.0
CUST-02909,Fatima Raman,fatima.raman529yahoo.in,91 98151-06760,Mysuru,KA,570001,18-05-2022,BUSINESS,0,39,2.4
CUST-01915,Vasanth Patel,vasanth.patel775@protonmail.com,91 96938-78938,Bengaluru,KA,560001,05/01/2022 00:00,retail,Yes,52,3.5
CUST-03583,Divya Raman,divya.raman949@protonmail.com,9797868779,Mumbai,MH,400001,16/09/2023 00:00,Business,Yes,94,3.5
CUST-02521,  Deepa Raman  ,deepa.raman465@outlook.com,612869116,Delhi,DL,110001,2022-02-03 00:00:00,Retail,no,187,2.5
CUST-00086,Lakshmi Sharma,lakshmi.sharma564@outlook.com,91 99346-00275,Bengaluru,KA,560001,2022-12-22 00:00:00,retail,N,131,unknown
CUST-01816,lakshmi sharma,lakshmi.sharma951@protonmail.com,91 97707-05476,CHANDIGARH,CH,160017,23/06/2023 00:00,SMB,no,17,3.4
CUST-04366,sathish verma,sathish.verma848@outlook.com,9816154316,Ahmedabad,GJ,380001,2023-10-11 00:00:00,BUSINESS,1,196,4.3
CUST-03650,Ravi Raman,ravi.raman995@outlook.com,9727708072,Nagpur,MH,440001,2022-12-06 00:00:00,BUSINESS,Yes,214,2.7
CUST-04475,swetha verma,swetha.verma966@protonmail.com,+91-99405 74156,Madurai,TN,625001,21-08-2022,SMB,False,44,2.7
CUST-00327,Revathi Joshi,revathi.joshi309@gmail.com,9726411870,Hyderabad,TS,500001,27/11/2023 00:00,Retail,0,121,4.8
CUST-03326,Revathi Patel,fatima.sharma211@yahoo.in,9607008231,Guwahati,AS,781001,28/02/2023 00:00,Enterprise,True,64,4.0
CUST-02362,Aravind Mehta,aravind.mehta73@gmail.com,9701789789,Pune,MH,411001,30/08/2021 00:00,Enterprise,True,142,4.4
CUST-02418,  Pradeep Nair  ,pradeep.nair954@protonmail.com,91 96137-62030,Mumbai,MH,400001,18/10/2021 00:00,Business,0,181,3.2
CUST-03147,Kavya Reddy,kavya.reddy321@protonmail.com,9758076460,Lucknow,UP,226001,01-12-2022,retail,no,238,2.5
CUST-01784,Arjun Joshi,arjun.joshi846@outlook.com,+91-99583 56130,Visakhapatnam,AP,530001,2022-01-06 00:00:00,SMB,True,59,2.2
CUST-03879,Priya Reddy,priya.reddy379@protonmail.com,91 99812-01076,Nagpur,MH,440001,28/12/2022 00:00,BUSINESS,N,152,2.6
CUST-03268,Sathish Pillai,sathish.pillai361@yahoo.in,91 97046-72329,Delhi,DL,110001,23-09-2023,BUSINESS,False,10,3.5
CUST-01413,  Neha Kumar  ,neha.kumar154@gmail.com,9801071439,Chennai,TN,600001,2022-09-14 00:00:00,SMB,False,88,-
CUST-04764,Nithin Chowdhury,nithin.chowdhury463@outlook.com,+91-99045 23372,CHANDIGARH,CH,160017,2023-10-22 00:00:00,Business,Yes,130,3.1
CUST-00141,Priya Patel,priya.patel504@gmail.com,09676436180,Madurai,TN,625001,18-09-2022,Retail,N,25,3.9
CUST-01284,Meera Kumar,meera.kumar224@yahoo.in,9712564963,Guwahati,AS,781001,22/08/2022 00:00,SMB,0,null,2.8
CUST-03911,Meera Singh,meera.singh461@outlook.com,+91-97858 24940,Guwahati,AS,781001,15/04/2023 00:00,Retail,0,36,2.8
CUST-00083,Lakshmi Bose,lakshmi.bose416@outlook.com,9969696596,Lucknow,UP,226001,08-02-2023,Business,1,34,3.5
CUST-01661,Ravi Chowdhury,ravi.chowdhury75@yahoo.in,9714225251,Bengaluru,KA,560001,2023-04-11 00:00:00,BUSINESS,Y,4,unknown
CUST-04224,Lakshmi Singh,lakshmi.singh996@outlook.com,09937046910,Mysuru,KA,570001,2022-05-31 00:00:00,Business,no,null,3.9
CUST-02692,Priya Nair,priya.nair878@outlook.com,9721472722,Bhubaneswar,OD,751001,20-11-2021,retail,0,90,2.3
CUST-01133,Ravi Singh,ravi.singh737@outlook.com,9781496657,Visakhapatnam,AP,530001,20-05-2022,Business,No,40,4.6
CUST-00085,Rahul Joshi,,91 98656-94302,Bhubaneswar,OD,751001,09/11/2021 00:00,Business,True,103,3.7
CUST-02032,Revathi Bose,revathi.bose545@outlook.com,9964531721,Guwahati,AS,781001,20/01/2022 00:00,Business,Y,202,2.7
CUST-00062,Fatima Pillai,fatima.pillai835@yahoo.in,9678621642,Hyderabad,TS,500001,13/08/2022 00:00,Enterprise,N,115,4.6
CUST-00908,Lakshmi Menon,lakshmi.menon426@protonmail.com,890056470,Coimbatore,TN,641001,09-08-2023,Business,1,193,2.2
CUST-04057,SNEHA RAMAN,sneha.raman280@outlook.com,9757570590,Guwahati,AS,781001,11/01/2023 00:00,Business,True,82,2.6
CUST-00458,Vikram Reddy,vikram.reddy747@outlook.com,9670436162,Ahmedabad,GJ,380001,2023-05-01 00:00:00,Enterprise,N,20,3.7
CUST-04419,  Sathish Verma  ,sathish.verma160@gmail.com,9848491026,Bengaluru,KA,560001,13/02/2022 00:00,Enterprise,No,228,4.4
CUST-02765,Swetha Kumar,swetha.kumar119outlook.com,+91-97848 63307,Visakhapatnam,AP,530001,17-04-2023,Business,yes,60,3.0
CUST-02342,ARJUN BOSE,arjun.bose877@protonmail.com,91 97260-25536,Chandigarh,CH,160017,2022-12-15 00:00:00,Retail,True,136,3.6
CUST-04378,Aravind Chowdhury,aravind.chowdhury488@gmail.com,09637863860,Guwahati,AS,781001,14/06/2022 00:00,retail,Y,181,2.8
CUST-02622,Bhavana Das,bhavana.das465@outlook.com,9965301336,Madurai,TN,625001,22-06-2022,Retail,Y,41,2.6
CUST-00902,Sathish Das,sathish.das264@gmail.com,91 97639-34885,Jaipur,RJ,302001,05/08/2021 00:00,Business,N,116,3.7
CUST-02740,Pradeep Reddy,pradeep.reddy551@protonmail.com,09984641934,Bhubaneswar,OD,751001,29-09-2022,Enterprise,No,190,3.4
CUST-02056,Gopal Reddy,gopal.reddy930@outlook.com,91 99937-24247,Kochi,KL,682001,17/03/2022 00:00,retail,True,37,2.8
CUST-04155,Aravind Iyer,aravind.iyer614@protonmail.com,9957697061,Visakhapatnam,AP,530001,29-11-2023,Business,True,192,2.6
CUST-04364,Karthik Sharma,karthik.sharma100@outlook.com,09978666381,Madurai,TN,625001,14/10/2021 00:00,Business,True,43,4.3
CUST-03841,Ishita Singh,ishita.singh52@yahoo.in,91 98750-02016,Jaipur,RJ,302001,2022-08-31 00:00:00,Enterprise,False,232,4.7
